Year,Area harvested,Yield,Production,cloud_cover_01,snow_thickness_lwe_01,snow_thickness_01,vapour_pressure_01,2m_temperature_01,10m_wind_speed_01,2m_dewpoint_temperature_01,cloud_cover_02,snow_thickness_lwe_02,snow_thickness_02,vapour_pressure_02,2m_temperature_02,10m_wind_speed_02,2m_dewpoint_temperature_02,cloud_cover_03,snow_thickness_lwe_03,snow_thickness_03,vapour_pressure_03,2m_temperature_03,10m_wind_speed_03,2m_dewpoint_temperature_03,cloud_cover_04,snow_thickness_lwe_04,snow_thickness_04,vapour_pressure_04,2m_temperature_04,10m_wind_speed_04,2m_dewpoint_temperature_04,cloud_cover_05,snow_thickness_lwe_05,snow_thickness_05,vapour_pressure_05,2m_temperature_05,10m_wind_speed_05,2m_dewpoint_temperature_05,cloud_cover_06,snow_thickness_lwe_06,snow_thickness_06,vapour_pressure_06,2m_temperature_06,10m_wind_speed_06,2m_dewpoint_temperature_06,cloud_cover_07,snow_thickness_lwe_07,snow_thickness_07,vapour_pressure_07,2m_temperature_07,10m_wind_speed_07,2m_dewpoint_temperature_07,cloud_cover_08,snow_thickness_lwe_08,snow_thickness_08,vapour_pressure_08,2m_temperature_08,10m_wind_speed_08,2m_dewpoint_temperature_08,cloud_cover_09,snow_thickness_lwe_09,snow_thickness_09,vapour_pressure_09,2m_temperature_09,10m_wind_speed_09,2m_dewpoint_temperature_09,cloud_cover_10,snow_thickness_lwe_10,snow_thickness_10,vapour_pressure_10,2m_temperature_10,10m_wind_speed_10,2m_dewpoint_temperature_10,cloud_cover_11,snow_thickness_lwe_11,snow_thickness_11,vapour_pressure_11,2m_temperature_11,10m_wind_speed_11,2m_dewpoint_temperature_11,cloud_cover_12,snow_thickness_lwe_12,snow_thickness_12,vapour_pressure_12,2m_temperature_12,10m_wind_speed_12,2m_dewpoint_temperature_12,Country_Angola,"Country_China, mainland",Country_Ethiopia,Country_Indonesia,Country_Malawi,Country_Nigeria,Country_Uganda,Country_United Republic of Tanzania,Country_United States of America,Country_Viet Nam,cloud_cover_g0,cloud_cover_g1,cloud_cover_g2,cloud_cover_g3,cloud_cover,snow_thickness_lwe_g0,snow_thickness_lwe_g1,snow_thickness_lwe_g2,snow_thickness_lwe_g3,snow_thickness_lwe,snow_thickness_g0,snow_thickness_g1,snow_thickness_g2,snow_thickness_g3,snow_thickness,vapour_pressure_g0,vapour_pressure_g1,vapour_pressure_g2,vapour_pressure_g3,vapour_pressure,2m_temperature_g0,2m_temperature_g1,2m_temperature_g2,2m_temperature_g3,2m_temperature,10m_wind_speed_g0,10m_wind_speed_g1,10m_wind_speed_g2,10m_wind_speed_g3,10m_wind_speed,2m_dewpoint_temperature_g0,2m_dewpoint_temperature_g1,2m_dewpoint_temperature_g2,2m_dewpoint_temperature_g3,2m_dewpoint_temperature
1982,7000000.0,156500.0,109550000.0,0.438939124,0.529252648,3.258202314,5.838330269,274.776947,2.508177757,267.7593994,0.62141186,0.724245846,4.398046017,6.385372162,275.9238281,2.556740999,269.8265991,0.597138047,0.592285872,3.260908842,8.28100872,281.0080566,2.825139284,273.4683533,0.62119621,0.514300704,2.633067131,10.3482542,285.0254822,2.7056849,277.3319092,0.600009918,0.3074615,1.450516343,14.28583336,290.7067261,2.845854759,282.500885,0.739277184,0.049471777,0.261240691,17.17265701,292.7637329,2.49475503,286.4908752,0.735423744,0.004413185,0.028283034,20.35560989,294.9355469,2.54220891,289.4285583,0.695149362,0.002799034,0.020183001,20.86414146,294.3666382,2.295707464,289.8751831,0.679237127,0.039620951,0.258440137,16.55350685,290.551178,2.265922308,285.8494873,0.536571026,0.088575937,0.550393462,13.50340652,287.4902954,2.272852659,281.9882507,0.564074337,0.226320967,1.468644857,9.272662163,280.4808044,2.486824274,274.9169617,0.407495826,0.49193567,3.236244678,5.439241886,274.197876,2.685417652,266.9836426,0,1,0,0,0,0,0,0,0,0,0.5524963436666667,0.6534944373333333,0.7032700776666667,0.5027137296666666,0.6029936470833334,0.6152614553333334,0.29041132700000005,0.015611056666666666,0.2689441913333333,0.29755700758333337,3.639052391,1.4482747216666667,0.10230205733333335,1.751760999,1.73534754225,6.834903717,13.935581523333333,19.257752733333334,9.405103523,12.358335374166666,277.23627723333334,289.4986470666667,293.2844543666667,280.72299193333333,285.18559265000005,2.6300193466666664,2.6820982296666664,2.367946227333333,2.481698195,2.5404404996666665,270.35145059999996,282.1078898,288.38440956666665,274.6296183333333,278.868342075
1983,6950000.0,170446.0,118460000.0,0.506210685,0.836497188,5.259114742,5.291017532,272.9386902,2.458484173,266.3683167,0.547983468,0.892852843,5.281994343,5.839229584,274.8946228,2.674966812,267.4989929,0.61842972,1.051439881,5.710389137,7.390928745,279.4789124,2.733110428,271.9268188,0.597984493,1.043416381,4.741922379,10.87064171,285.631012,3.039387941,277.5620728,0.663069367,0.492882401,1.956167459,15.35888863,290.7590942,2.657491207,284.0148621,0.741889,0.040359672,0.216818556,18.03761673,293.341217,2.61559248,287.1574402,0.7406587,0.004690295,0.030858273,20.72733879,295.0736694,2.620689631,289.8323975,0.627518594,0.003096594,0.021892771,20.41165543,294.2973328,2.236876011,289.5881958,0.640922487,0.023167362,0.153985709,18.0049324,291.8971252,2.296497107,287.2207642,0.635469854,0.150792465,0.93619138,13.50430679,286.7505798,2.440671444,281.9095764,0.380934894,0.285221905,1.722263813,8.384297371,280.553894,2.440502405,273.7313232,0.414003223,0.453839958,2.807162523,5.67185688,275.0144348,2.439697266,268.0602112,0,1,0,0,0,0,0,0,0,0,0.557541291,0.66764762,0.669699927,0.47680265699999996,0.59292287375,0.9269299706666668,0.5255528179999999,0.010318083666666667,0.2966181093333333,0.4398547454166667,5.417166074000001,2.3049694646666663,0.068912251,1.8218725720000002,2.403230090416667,6.173725287,14.755715689999997,19.714642206666667,9.186820347,12.457725882666667,275.7707418,289.91044106666664,293.75604246666666,280.77296953333337,285.0525487166667,2.6221871376666663,2.770823876,2.384687583,2.4402903716666664,2.5544972420833334,268.5980428,282.91145836666664,288.88045250000005,274.5670369333333,278.73924765
1984,6570000.0,173791.0,114181008.0,0.472294301,1.000166893,6.067407608,4.668243885,271.9432678,2.555341959,264.5734863,0.570909142,1.130783319,6.171273232,5.490345001,274.2918091,2.679533243,266.2787476,0.58154875,0.823267341,4.070120811,7.47852087,280.1187134,2.80602622,271.2831726,0.641052365,0.607928991,2.705414057,11.09583759,285.8852234,2.797539949,278.2441711,0.712962508,0.234984681,0.974065423,14.44800758,289.7937317,2.530035734,283.391449,0.742963374,0.032387186,0.17998454,18.97050095,293.4571533,2.620378017,288.0995178,0.726311505,0.003195131,0.022716494,20.97444725,294.8925476,2.486561298,290.1396179,0.631900072,0.004235891,0.029915076,20.45605469,294.2347412,2.402269363,289.3928223,0.661670744,0.030090503,0.201110363,16.38380051,290.5258179,2.330593586,285.7076111,0.527004778,0.176031977,1.089128256,11.63249874,285.820343,2.474205971,279.346283,0.454606086,0.277307034,1.663184524,8.998799324,281.0556946,2.483160973,274.7527466,0.531633794,0.533000588,3.403298616,5.853238583,273.8437195,2.60328722,267.6096191,0,1,0,0,0,0,0,0,0,0,0.5415840643333333,0.698992749,0.6732941069999999,0.5044148860000001,0.6045714515833334,0.9847391843333334,0.2917669526666667,0.012507175,0.3287798663333334,0.4044482945833334,5.436267217,1.2864880066666666,0.08458064433333333,2.0518704653333333,2.214801583333333,5.879036585333334,14.838115373333332,19.27143415,8.828178882333333,12.20419124775,275.4512634333333,289.71203613333336,293.21770223333334,280.23991903333336,284.6552302083333,2.6803004739999996,2.6493179000000002,2.406474749,2.520218054666667,2.564077794416667,267.37846883333333,283.24504596666674,288.41335043333333,273.90288289999995,278.2349370333333
1985,6094000.0,169724.0,103430000.0,0.527762294,0.681290865,4.247796535,5.492704391,273.3724976,2.584094048,267.0330505,0.588918626,0.692968786,4.136040688,6.371703625,275.6387634,2.670140743,268.8818665,0.667964339,0.869017363,4.827828407,7.072197914,278.5276489,2.770472765,271.138092,0.574354529,0.848434269,3.868443251,10.53538704,285.8841858,2.821600199,277.548645,0.703941345,0.378459334,1.480085135,15.64458561,290.4312744,2.639827967,284.6038513,0.747559607,0.046333779,0.258426607,18.12280464,293.1543579,2.537460566,287.4364624,0.689504087,0.006786969,0.04683229,20.62926292,294.8372192,2.359905481,289.7073975,0.678231895,0.001896921,0.013491834,21.11980629,294.8384705,2.286687613,290.0956421,0.697923779,0.03781765,0.250483215,16.54807472,290.3826294,2.371482372,285.636322,0.547719181,0.113397136,0.716605246,12.62749672,286.5042114,2.45656538,280.8255615,0.497321397,0.239902332,1.590790629,8.564531326,279.7966919,2.608750343,273.5074158,0.438389659,0.393737793,2.575181961,5.731283665,274.209259,2.604877949,267.5429993,0,1,0,0,0,0,0,0,0,0,0.594881753,0.6752851603333333,0.6885532536666666,0.4944767456666667,0.6132992281666667,0.7477590046666668,0.4244091273333333,0.015500513333333334,0.24901242033333335,0.35917026641666666,4.403888543333333,1.8689849976666666,0.10360244633333332,1.6275259453333335,2.0010004831666666,6.312201976666667,14.767592429999999,19.43238131,8.974437237,12.371653238416666,275.8463033,289.82327269999996,293.35277303333334,280.17005409999996,284.7981007833333,2.6749025186666664,2.666296244,2.3393584886666665,2.556731224,2.5593221188333333,269.0176696666667,283.19631956666666,288.4797872,273.95865886666667,278.663108825
1986,6185000.0,164406.0,101685008.0,0.417601854,0.487731755,3.089276552,5.344735146,274.0241089,2.599080324,266.5373535,0.546401083,0.59227401,3.541234255,5.545482159,275.0486145,2.714643478,266.9638062,0.539237201,0.649327219,3.580634594,7.415045261,280.1082764,2.771127462,271.79599,0.657708168,0.4920623,2.456097364,10.90942764,285.6034241,2.775214195,277.5710144,0.616326809,0.170312867,0.801550388,14.54541397,290.9247131,2.618848324,283.2631531,0.746476769,0.0130773,0.083522327,18.59619904,293.6219177,2.52528286,287.8417358,0.701631427,0.002081519,0.015060519,20.53554535,294.7756958,2.42123723,289.6770325,0.628334641,0.010091289,0.065918781,19.55851746,294.2654724,2.238803148,288.8095093,0.597607434,0.031140735,0.206181318,15.39662552,290.7350769,2.314047337,284.3948975,0.56345135,0.104819812,0.672039151,11.29392624,285.30896,2.528545618,278.9831238,0.5397349,0.201511413,1.318193674,8.18808651,279.5323181,2.584275007,273.1824341,0.466783106,0.300356179,1.978289723,6.489039421,275.99823,2.610563993,269.8603516,0,1,0,0,0,0,0,0,0,0,0.5010800460000001,0.6735039153333333,0.6425245006666667,0.5233231186666667,0.5851078951666667,0.576444328,0.2251508223333333,0.014437847666666665,0.20222913466666667,0.25456553316666664,3.4037151336666667,1.1137233596666667,0.09572020599999999,1.3228408493333335,1.4839998871666669,6.101754188666667,14.683680216666668,18.496896109999998,8.657017390333333,11.984836976416666,276.3936666,290.0500183,293.2587483666667,280.2798360333333,284.995567325,2.6949504213333335,2.639781793,2.324695905,2.574461539333333,2.558472414666667,268.4323832333334,282.8919677666667,287.62714643333334,274.0086365,278.2400334833334
1987,6279000.0,182258.0,114440000.0,0.444276065,0.339365721,2.17872715,6.092397213,275.301178,2.627233028,268.363678,0.514655769,0.28875035,1.778105974,6.790886402,277.6716309,2.809344053,269.9841614,0.616256595,0.31075874,1.810491204,8.092508316,280.5685425,2.971171618,272.7123108,0.628988564,0.249663264,1.376845837,10.88040066,286.0424194,2.993006468,278.0856018,0.650664985,0.152854249,0.79273963,14.56574726,290.3406067,2.7648983,283.0273743,0.737917304,0.022546744,0.126256093,18.01510811,292.9562073,2.609348536,287.4467468,0.717723191,0.002220652,0.016265241,20.75232506,295.124176,2.449875116,289.785675,0.681095362,0.007127559,0.049361456,20.5423851,294.5394592,2.334599257,289.4667358,0.608641684,0.026225291,0.176856548,16.30097771,291.2847595,2.459686756,285.5408936,0.570733428,0.065676965,0.435994864,13.26781368,286.9925232,2.637552738,281.3104858,0.54501307,0.20439212,1.348929763,9.428220749,280.6767578,2.732592344,275.0011902,0.339317173,0.325009197,2.132917166,5.662610054,275.4700012,2.607286453,268.2822876,0,1,0,0,0,0,0,0,0,0,0.5250628096666666,0.6725236176666667,0.6691534123333334,0.48502122366666667,0.5879402658333334,0.31295827033333334,0.14168808566666666,0.011857834,0.19835942733333334,0.16621590433333333,1.9224414426666667,0.76528052,0.08082774833333334,1.3059472643333334,1.0186242438333333,6.991930643666667,14.487085343333334,19.198562623333334,9.452881494333333,12.532615026166667,277.8471171333333,289.77974446666667,293.64946490000005,281.0464274,285.58068847500004,2.802582899666666,2.7890844346666666,2.4147203763333334,2.6591438450000005,2.6663828889166665,270.3533834,282.85324096666665,288.2644348,274.86465453333335,279.08392842499995
1988,6306000.0,163662.0,103205008.0,0.508558929,0.413357407,2.706260443,5.87899971,274.5172424,2.651324511,267.6048889,0.599687338,0.539940059,3.398090839,5.971230984,275.3246765,2.819643974,267.9645081,0.644872963,0.78992033,4.636284828,7.16213131,278.7616577,2.818948984,271.3475342,0.591082811,0.662130475,3.205629826,9.886429787,285.5608521,2.865941525,276.2843018,0.710376561,0.256521165,1.164322138,15.28095055,290.3718262,2.809734821,284.0023804,0.655768096,0.036596294,0.188966006,18.16677856,293.9607239,2.527300835,287.4576416,0.652167916,0.002250171,0.015933905,21.8237114,295.6716614,2.465101957,290.816864,0.730510116,0.004937826,0.033997592,20.94003677,294.2301636,2.289159536,290.147644,0.670897365,0.021825312,0.14669238,16.60816765,291.0632935,2.333249807,286.0126343,0.599744976,0.126851588,0.798932314,12.36646938,286.4972839,2.550894022,280.8676147,0.396811783,0.233017117,1.475229859,7.437941551,280.5262756,2.567385912,272.1927795,0.403842717,0.313513905,1.979468584,6.160374641,276.2384033,2.517996073,269.181427,0,1,0,0,0,0,0,0,0,0,0.5843730766666666,0.652409156,0.6845251323333333,0.46679982533333336,0.5970267975833333,0.5810725986666666,0.318415978,0.009671103,0.22446087,0.2834051374166666,3.580212036666667,1.5196393233333334,0.06554129233333333,1.417876919,1.6458173928333335,6.337454001333334,14.444719632333333,19.790638606666665,8.654928524,12.306935191083333,276.2011922,289.96446739999993,293.6550395,281.08732093333333,285.2270050083333,2.763305823,2.7343257270000003,2.3625037666666664,2.5454253356666667,2.6013901630833334,268.97231039999997,282.5814412666667,288.99238076666666,274.0806070666667,278.656684875
1989,6274000.0,168067.0,105445008.0,0.581870019,0.655263603,4.185661793,5.903195858,273.6868896,2.57094574,268.3554077,0.590235233,0.856830657,5.242299557,5.97492981,275.528595,2.586116791,268.9823303,0.583837867,0.780192852,4.310794353,7.560940266,280.1765747,2.843532801,272.1564026,0.648901999,0.596409261,3.136521578,10.82510281,285.8970642,2.81036067,278.1841736,0.650212884,0.324335247,1.52109158,14.17512608,290.1287231,2.638272047,282.7043152,0.73954457,0.051682487,0.251333147,18.10715103,293.2087097,2.649186373,287.4615479,0.735604405,0.004600401,0.031073425,20.6475544,294.8843079,2.553456068,289.8454285,0.670590043,0.002617723,0.018759781,20.29514694,294.2910156,2.308645964,289.5762939,0.653934062,0.01310403,0.08992447,17.05819511,291.3719177,2.433885336,286.4243469,0.561669171,0.147993088,0.93238306,12.38324261,286.6272888,2.571269035,280.7036743,0.50327605,0.356782556,2.258769274,8.399336815,279.6783142,2.537791014,273.6302185,0.435820639,0.536893547,3.424370527,6.420694351,276.0308228,2.327188969,270.3207703,0,1,0,0,0,0,0,0,0,0,0.585314373,0.679553151,0.6867095033333334,0.5002552866666666,0.6129580785,0.7640957039999999,0.32414233166666667,0.006774051333333333,0.34722306366666666,0.36055878766666666,4.579585234333334,1.6363154350000002,0.046585892,2.205174287,2.1169152120833337,6.479688644666666,14.36912664,19.33363215,9.067757925333334,12.312551339999999,276.4640197666667,289.74483233333336,293.5157470666666,280.7788086,285.12585194166667,2.6668651106666665,2.6992730300000005,2.4319957893333335,2.4787496726666665,2.5692209006666666,269.83138019999996,282.7833455666667,288.6153564333333,274.88488770000004,279.028742475
1990,6293000.0,166375.0,104700000.0,0.554366231,0.722733915,4.449588776,6.021605015,273.9997253,2.584202051,268.3006287,0.651064992,1.052958608,6.291561604,6.948035717,276.0262451,2.599620819,271.0016174,0.606292427,0.928523898,4.88384819,8.928076744,281.1291504,2.62688303,275.1640625,0.639942706,0.781377435,3.605351448,10.71290588,285.0978394,2.956029177,277.7255859,0.664477825,0.444928348,1.778519273,14.01083755,289.5667725,2.708818436,282.5849609,0.70191294,0.080862433,0.305418313,18.32642174,293.4083252,2.549891472,287.243042,0.698949456,0.006632437,0.033199005,21.51807022,295.3272705,2.648300648,290.5482178,0.583263397,0.004017513,0.028247733,20.75664139,295.1006775,2.434201717,289.7805176,0.624069095,0.041357521,0.266272336,16.92950821,291.6343384,2.420975685,286.0531921,0.536081076,0.166316763,1.052850008,12.43626118,286.500824,2.33856535,280.9169312,0.492997617,0.245735437,1.516933203,9.747104645,281.756073,2.59207654,275.7183533,0.419151843,0.398208201,2.486757994,6.38030529,276.0270386,2.521461725,269.0918579,0,1,0,0,0,0,0,0,0,0,0.6039078833333335,0.6687778236666667,0.6354273159999999,0.48274351200000004,0.59771413375,0.9014054736666667,0.43572273866666666,0.017335823666666667,0.2700868003333333,0.40613770908333335,5.208332856666667,1.8964296779999998,0.10923969133333333,1.685513735,2.22487899025,7.299239158666666,14.350055056666667,19.73473994,9.521223705,12.726314465083334,277.0517069333334,289.3576457,294.02076213333333,281.4279785333333,285.464523325,2.6035686333333334,2.7382463616666666,2.50115935,2.4840345383333333,2.5817522208333332,271.48876953333337,282.51786293333333,288.79397583333326,275.24238080000003,279.510747275
1991,6199400.0,170008.0,105395008.0,0.553280532,0.586785734,3.740766048,6.048890114,274.4013672,2.48027873,268.4683228,0.547250867,0.745090663,4.328484058,6.506002903,276.6871643,2.660440445,269.7530823,0.613227963,0.763455808,4.004013538,8.616075516,280.6847229,2.879729033,274.3710327,0.615861356,0.604707658,2.874284506,11.04162216,285.478241,2.832527637,278.4508057,0.64910686,0.471972764,2.015058279,14.37865543,289.7565918,2.764597893,282.7839966,0.70971781,0.074743681,0.307245106,18.83737373,293.6075439,2.556420088,288.0756531,0.711791873,0.002142869,0.013278691,21.21849442,295.6109619,2.533730268,290.2536926,0.608724892,0.006527022,0.044435862,20.63874054,294.7094116,2.248100758,289.8678894,0.574630558,0.014809595,0.101523556,16.56991959,291.4472961,2.313929319,285.7556763,0.526348472,0.08030244,0.534985662,11.50184727,286.0794678,2.492503881,279.2310486,0.447609067,0.24893418,1.633582354,7.930887222,280.052063,2.493141174,272.7091675,0.511855602,0.507132888,3.325061083,6.641497135,275.3518677,2.49978137,269.6396179,0,1,0,0,0,0,0,0,0,0,0.5712531206666668,0.6582286753333334,0.6317157743333334,0.49527104699999996,0.5891171543333334,0.6984440683333334,0.38380803433333327,0.007826495333333334,0.278789836,0.34221710850000003,4.024421214666667,1.7321959636666666,0.053079369666666674,1.8312096996666665,1.9102265619166665,7.056989511,14.752550439999998,19.47571818333333,8.691410542333335,12.494167169166667,277.25775146666666,289.6141255666667,293.9225565333333,280.49446616666665,285.3222249333333,2.673482736,2.717848539333333,2.3652534483333336,2.495142141666667,2.5629317163333334,270.86414593333336,283.1034851333333,288.62575276666666,273.8599446666667,279.113332125
1992,6250200.0,167087.0,104433000.0,0.479142815,0.749869525,4.621831417,5.645967484,273.7005615,2.319591045,267.8913879,0.527311623,0.808230639,4.806832314,5.899719715,275.6974792,2.582531929,267.9317017,0.670236468,1.0068928,5.454472542,7.946842194,279.6897888,2.713578224,273.5775146,0.586547077,0.839925885,3.666960001,10.94969177,286.7145386,2.792174339,277.7960205,0.658981025,0.16894123,0.712432325,14.46764755,290.1941833,2.599212408,283.4780884,0.728903949,0.015191348,0.094210543,17.43344498,292.986908,2.595745087,286.8396301,0.681248724,0.005795996,0.040231127,20.14754677,294.8849487,2.482616663,289.4515686,0.646709561,0.002594656,0.018884428,20.42116737,294.528717,2.312980652,289.6641541,0.622986734,0.016902132,0.114348337,16.79854774,291.2188721,2.541381121,286.036438,0.52205199,0.128725812,0.830947459,10.67412663,284.8313293,2.55351758,278.438324,0.362180829,0.225503534,1.453384161,7.465881348,279.6170654,2.705175638,272.300415,0.436323971,0.285584956,1.846735835,6.662729263,276.1776733,2.431364775,270.025116,0,1,0,0,0,0,0,0,0,0,0.5588969686666667,0.658144017,0.6503150063333334,0.4401855966666666,0.5768853971666668,0.8549976546666667,0.34135282100000003,0.008430927999999999,0.213271434,0.35451320941666664,4.961045424333334,1.4912009563333333,0.057821297333333334,1.3770224850000001,1.9717725407500004,6.497509797666666,14.283594766666667,19.122420626666667,8.267579080333332,12.042776067833334,276.3626098333333,289.9652099666667,293.5441792666666,280.2086893333333,285.02017209999997,2.538567066,2.662377278,2.4456594786666668,2.5633526643333333,2.55248912175,269.8002014,282.7045796666667,288.38405356666664,273.5879516666667,278.619196575
1993,6220000.0,181913.0,113150000.0,0.519817054,0.658841431,4.207479,5.308684349,272.4239502,2.50360322,266.7073669,0.503558278,0.553366721,3.172018528,6.703717232,277.471405,2.710519314,270.7150269,0.589394748,0.497387022,2.727852345,8.251501083,281.035614,2.799819708,273.9332886,0.60527271,0.36515221,1.91972506,10.88407421,285.8466797,2.76890254,277.5264587,0.705566108,0.105268851,0.537106931,14.12240601,289.6309204,2.757307291,282.5267639,0.723671973,0.020008052,0.124086834,18.28335381,293.6131592,2.573263407,287.3578491,0.768676937,0.003818005,0.026511429,21.09173203,294.6921997,2.398929834,290.3189087,0.741949201,0.003897918,0.027545433,20.46652794,293.8484192,2.228810787,289.6926575,0.599240839,0.015558511,0.106841005,16.63773537,291.288208,2.228954792,285.6159058,0.521379292,0.116151296,0.773023367,11.41001034,285.7739563,2.425837278,279.2014771,0.51179564,0.332783848,2.121226549,8.94215107,279.9548645,2.596102238,274.34021,0.396820635,0.399455339,2.560959339,5.775446415,275.0899658,2.696136475,268.0315857,0,1,0,0,0,0,0,0,0,0,0.5375900266666668,0.6781702636666668,0.7032889923333333,0.47666518900000004,0.5989286179166667,0.5698650580000001,0.16347637099999998,0.007758144666666667,0.28279682766666664,0.25597410033333334,3.3691166243333335,0.860306275,0.05363262233333333,1.818403085,1.5253646516666668,6.754634221333333,14.429944676666667,19.398665113333333,8.709202608333333,12.323111654916667,276.97698973333337,289.69691976666667,293.27627563333334,280.2729288666667,285.05577850000003,2.6713140806666664,2.6998244126666666,2.285565137666667,2.5726919969999997,2.557348907,270.4518941333333,282.47035723333335,288.5424906666667,273.8577576,278.83062490833333
1994,6062600.0,177267.0,107470000.0,0.457752287,0.448959768,2.881371737,5.838186741,275.0325928,2.621339798,267.8668213,0.57294476,0.621459305,3.743481159,6.433615208,276.5397034,2.731467485,269.6945496,0.609842241,0.772161245,4.367470741,7.360746861,279.5389404,2.745492458,271.5211792,0.595677912,0.544651926,2.556593418,12.25052738,287.2513733,2.72773385,279.7877808,0.59511435,0.16078265,0.70818013,14.7422781,291.3373718,2.808711767,282.9753113,0.763864517,0.009380893,0.061042678,18.73096085,293.6107178,2.596435547,288.092865,0.645289361,0.002849185,0.02059231,21.98153877,295.6803589,2.34718132,290.8279419,0.634231687,0.000658113,0.005594783,21.45777893,295.1715088,2.425554514,290.5144348,0.629881978,0.00927014,0.064548403,16.33917427,291.0439453,2.376800537,285.5638428,0.514512539,0.087769613,0.58201015,11.47486496,285.4996948,2.495821953,279.161499,0.493174016,0.131412864,0.86567235,9.643527031,282.2142639,2.376629591,276.5401306,0.547815919,0.294577271,1.956983685,7.347369671,276.3641663,2.530485868,271.2549133,0,1,0,0,0,0,0,0,0,0,0.5468464293333334,0.6515522596666666,0.6364676753333333,0.5185008246666667,0.58834179725,0.6141934393333334,0.23827182300000002,0.004259146,0.17125324933333333,0.2569944144166667,3.664107879,1.1086054086666668,0.030245165333333334,1.1348887283333333,1.4844617953333334,6.544182936666666,15.241255443333335,19.926163990000003,9.488587220666666,12.800047397666669,277.03707886666666,290.7331543,293.965271,281.359375,285.7737197916667,2.6994332470000004,2.710960388,2.3831787903333335,2.467645804,2.5653045573333335,269.69418336666666,283.6186523666667,288.9687398333333,275.65218096666666,279.4834391333333
1995,6085000.0,192572.0,117180000.0,0.461189598,0.520026088,3.401626825,5.516834259,273.8157654,2.610506773,266.9403381,0.554271519,0.675361574,4.166377068,6.01366806,276.1799927,2.514796495,268.9137573,0.556886554,0.856470227,4.764628887,7.559148788,280.7204895,2.91715312,271.7533569,0.607635677,0.781546056,3.984436035,10.6107111,285.5711365,2.920937061,276.8980408,0.639571428,0.231475368,1.040983677,14.12824345,290.5112915,2.827035904,282.1436462,0.702085733,0.006710692,0.044744249,18.3000164,293.7598267,2.548137665,287.3252869,0.695950866,0.00536192,0.037275184,21.18659401,295.2294922,2.472371101,290.2347107,0.690237343,0.004166141,0.028976932,21.19698906,294.5237732,2.32384634,290.3139038,0.615201354,0.015074118,0.101081997,17.04265594,291.4226685,2.389925957,286.3954773,0.562115967,0.063828617,0.427369773,13.03180504,286.9197693,2.541224241,281.5222168,0.452982545,0.186239392,1.238222957,7.962683678,280.7041931,2.559254885,273.1168518,0.416083843,0.423701644,2.794291735,5.67547369,275.1514893,2.466845274,267.8848877,0,1,0,0,0,0,0,0,0,0,0.5241158903333334,0.6497642793333333,0.6671298543333334,0.477060785,0.57951770225,0.6839526296666666,0.3399107053333333,0.008200726333333333,0.22458988433333335,0.31416348641666664,4.110877593333334,1.6900546536666665,0.05577803766666667,1.486628155,1.8358346099166667,6.3632170356666675,14.34632365,19.80874633666667,8.889987469333333,12.352068622916669,276.90541586666666,289.94741823333334,293.7253113,280.9251505666667,285.37582399166666,2.680818796,2.7653702100000004,2.3953811326666665,2.522441466666667,2.5910029013333338,269.2024841,282.12232463333333,288.98136393333334,274.1746521,278.6202061916667
1996,6060180.0,204218.0,123760000.0,0.486947656,0.665343106,4.228900909,5.396848679,273.6733704,2.547376156,266.5960388,0.477984518,0.806725681,4.777176857,5.406270981,275.1208801,2.766807556,266.35849,0.593766272,0.758104205,3.953783035,7.596598148,279.9112549,2.931973219,271.9660034,0.640617549,0.571353137,2.751084805,10.05345631,284.7756042,2.829168797,276.7903442,0.660461843,0.138884977,0.638080239,14.22350693,290.1124878,2.62756443,282.8604736,0.733456969,0.020266598,0.116746858,18.36009789,293.5304871,2.646350384,287.4313049,0.77690804,0.000938935,0.007557192,21.6069088,295.0243225,2.487799883,290.7215271,0.66051513,0.000427137,0.003705286,21.16112137,294.5006714,2.322304726,290.3224487,0.603037834,0.014301429,0.098278075,17.14384079,291.6695557,2.319312096,286.4022827,0.535001159,0.07009916,0.472031951,12.60999107,286.7813416,2.521562815,281.0553589,0.548632979,0.237272322,1.566742659,8.94610405,280.3390198,2.780920982,274.3359985,0.368681729,0.385800391,2.471999884,6.106631756,276.2134705,2.585539341,268.6061401,0,1,0,0,0,0,0,0,0,0,0.5195661486666667,0.6781787870000001,0.680153668,0.48410528899999994,0.5905009731666667,0.7433909973333334,0.24350157066666667,0.005222500333333334,0.23105729100000003,0.30579308983333336,4.319953600333334,1.1686373006666668,0.03651351766666667,1.5035914979999998,1.757173979166667,6.133239269333333,14.21235371,19.970623653333334,9.220908958666667,12.384281397833334,276.2351684666667,289.4728597,293.7315165333334,281.11127730000004,285.13770550000004,2.748718977,2.701027870333333,2.376472235,2.629341046,2.6138900320833334,268.30684406666666,282.36070756666663,289.14875283333333,274.6658325,278.62053424166663
